"REF_DATE,""GEO"",""DGUID"",""Sex"",""Age group"",""Activity"",""Period of the week"",""Student response"",""UOM"",""UOM_ID"",""SCALAR_FACTOR"",""SCALAR_ID"",""VECTOR"",""COORDINATE"",""VALUE"",""STATUS"",""SYMBOL"",""TERMINATED"",""DECIMALS"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817576"",""6.1.2.1.1.8"",""2"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817577"",""6.1.2.1.1.9"",""6"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817578"",""6.1.2.1.2.1"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817579"",""6.1.2.1.2.2"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817580"",""6.1.2.1.2.3"",""10"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817581"",""6.1.2.1.2.4"",""19"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817582"",""6.1.2.1.2.5"",""19"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817583"",""6.1.2.1.2.6"",""15"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817584"",""6.1.2.1.2.7"",""11"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817585"",""6.1.2.1.2.8"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817586"",""6.1.2.1.2.9"",""8"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817587"",""6.1.2.2.1.1"",""24"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817588"",""6.1.2.2.1.2"",""14"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817589"",""6.1.2.2.1.3"",""20"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817590"",""6.1.2.2.1.4"",""17"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817591"",""6.1.2.2.1.5"",""11"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817592"",""6.1.2.2.1.6"",""6"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817593"",""6.1.2.2.1.7"",""3"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817594"",""6.1.2.2.1.8"",""1"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817595"",""6.1.2.2.1.9"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817596"",""6.1.2.2.2.1"",""31"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817597"",""6.1.2.2.2.2"",""11"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817598"",""6.1.2.2.2.3"",""12"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817599"",""6.1.2.2.2.4"",""15"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817600"",""6.1.2.2.2.5"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817601"",""6.1.2.2.2.6"",""7"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817602"",""6.1.2.2.2.7"",""5"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817603"",""6.1.2.2.2.8"",""3"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""13 years"",""Using a computer"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817604"",""6.1.2.2.2.9"",""7"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817605"",""6.1.3.1.1.1"",""3"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817606"",""6.1.3.1.1.2"",""5"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817607"",""6.1.3.1.1.3"",""12"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817608"",""6.1.3.1.1.4"",""25"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817609"",""6.1.3.1.1.5"",""24"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817610"",""6.1.3.1.1.6"",""16"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817611"",""6.1.3.1.1.7"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817612"",""6.1.3.1.1.8"",""2"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817613"",""6.1.3.1.1.9"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817614"",""6.1.3.1.2.1"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817615"",""6.1.3.1.2.2"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817616"",""6.1.3.1.2.3"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817617"",""6.1.3.1.2.4"",""18"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817618"",""6.1.3.1.2.5"",""21"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817619"",""6.1.3.1.2.6"",""20"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817620"",""6.1.3.1.2.7"",""10"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817621"",""6.1.3.1.2.8"",""7"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817622"",""6.1.3.1.2.9"",""8"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817623"",""6.1.3.2.1.1"",""25"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817624"",""6.1.3.2.1.2"",""15"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817625"",""6.1.3.2.1.3"",""16"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817626"",""6.1.3.2.1.4"",""16"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817627"",""6.1.3.2.1.5"",""11"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817628"",""6.1.3.2.1.6"",""7"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817629"",""6.1.3.2.1.7"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817630"",""6.1.3.2.1.8"",""2"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817631"",""6.1.3.2.1.9"",""5"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817632"",""6.1.3.2.2.1"",""30"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817633"",""6.1.3.2.2.2"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817634"",""6.1.3.2.2.3"",""12"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817635"",""6.1.3.2.2.4"",""12"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817636"",""6.1.3.2.2.5"",""10"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817637"",""6.1.3.2.2.6"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817638"",""6.1.3.2.2.7"",""6"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817639"",""6.1.3.2.2.8"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Males"",""15 years"",""Using a computer"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817640"",""6.1.3.2.2.9"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817641"",""6.2.1.1.1.1"",""2"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817642"",""6.2.1.1.1.2"",""11"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817643"",""6.2.1.1.1.3"",""23"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817644"",""6.2.1.1.1.4"",""23"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817645"",""6.2.1.1.1.5"",""18"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817646"",""6.2.1.1.1.6"",""11"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817647"",""6.2.1.1.1.7"",""6"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817648"",""6.2.1.1.1.8"",""2"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817649"",""6.2.1.1.1.9"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817650"",""6.2.1.1.2.1"",""5"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817651"",""6.2.1.1.2.2"",""11"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817652"",""6.2.1.1.2.3"",""16"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817653"",""6.2.1.1.2.4"",""20"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817654"",""6.2.1.1.2.5"",""16"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817655"",""6.2.1.1.2.6"",""13"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817656"",""6.2.1.1.2.7"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817657"",""6.2.1.1.2.8"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817658"",""6.2.1.1.2.9"",""6"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817659"",""6.2.1.2.1.1"",""46"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817660"",""6.2.1.2.1.2"",""26"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817661"",""6.2.1.2.1.3"",""14"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817662"",""6.2.1.2.1.4"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817663"",""6.2.1.2.1.5"",""3"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817664"",""6.2.1.2.1.6"",""1"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817665"",""6.2.1.2.1.7"",""0"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817666"",""6.2.1.2.1.8"",""0"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817667"",""6.2.1.2.1.9"",""1"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817668"",""6.2.1.2.2.1"",""50"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817669"",""6.2.1.2.2.2"",""20"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817670"",""6.2.1.2.2.3"",""14"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817671"",""6.2.1.2.2.4"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817672"",""6.2.1.2.2.5"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817673"",""6.2.1.2.2.6"",""1"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817674"",""6.2.1.2.2.7"",""1"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817675"",""6.2.1.2.2.8"",""0"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""11 years"",""Using a computer"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817676"",""6.2.1.2.2.9"",""1"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817677"",""6.2.2.1.1.1"",""3"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817678"",""6.2.2.1.1.2"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817679"",""6.2.2.1.1.3"",""16"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817680"",""6.2.2.1.1.4"",""31"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817681"",""6.2.2.1.1.5"",""24"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817682"",""6.2.2.1.1.6"",""12"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817683"",""6.2.2.1.1.7"",""5"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817684"",""6.2.2.1.1.8"",""2"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817685"",""6.2.2.1.1.9"",""2"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817686"",""6.2.2.1.2.1"",""5"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817687"",""6.2.2.1.2.2"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817688"",""6.2.2.1.2.3"",""13"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817689"",""6.2.2.1.2.4"",""22"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817690"",""6.2.2.1.2.5"",""20"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817691"",""6.2.2.1.2.6"",""17"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817692"",""6.2.2.1.2.7"",""11"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817693"",""6.2.2.1.2.8"",""5"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Watching television"",""Weekend"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817694"",""6.2.2.1.2.9"",""5"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817695"",""6.2.2.2.1.1"",""43"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817696"",""6.2.2.2.1.2"",""27"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817697"",""6.2.2.2.1.3"",""15"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817698"",""6.2.2.2.1.4"",""8"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817699"",""6.2.2.2.1.5"",""4"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""About 4 hours"",""Percent"",""239"",""units "",""0"",""v29817700"",""6.2.2.2.1.6"",""1"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""About 5 hours"",""Percent"",""239"",""units "",""0"",""v29817701"",""6.2.2.2.1.7"",""0"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""About 6 hours"",""Percent"",""239"",""units "",""0"",""v29817702"",""6.2.2.2.1.8"",""0"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekdays"",""About 7 hours or more"",""Percent"",""239"",""units "",""0"",""v29817703"",""6.2.2.2.1.9"",""0"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekend"",""None at all"",""Percent"",""239"",""units "",""0"",""v29817704"",""6.2.2.2.2.1"",""49"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekend"",""About half an hour"",""Percent"",""239"",""units "",""0"",""v29817705"",""6.2.2.2.2.2"",""16"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekend"",""About 1 hour"",""Percent"",""239"",""units "",""0"",""v29817706"",""6.2.2.2.2.3"",""15"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekend"",""About 2 hours"",""Percent"",""239"",""units "",""0"",""v29817707"",""6.2.2.2.2.4"",""9"","""","""","""",""0"""
"2002,""Czech Republic"","""",""Females"",""13 years"",""Using a computer"",""Weekend"",""About 3 hours"",""Percent"",""239"",""units "",""0"",""v29817708"",""6.2.2.2.2.5"",""5"","""","""","""",""0"""
